UNITNAME,code,colour
Larramore Metabasalt Member?,Dhl?,#59449c
Larry Creek Complex,Pzgl,#ffd1ff
Lass O'Gowrie Granite,Cgzl,#d973bf
Lass O'Gowrie Granite?,Cgzl?,#d973bf
Latan Granite,Ogln,#cc334c
Lava tubes-McBride Volcanic Province,lt,#faf7bb
Lavery Creek Granite,Ogl,#ffb3db
Lavery Creek Granite?,Ogl?,#ffb3db
Lavery Creek Supersuite,Ogl,#eb597e
Lawn Hill Formation,PLmh,#ba4f7d
Lawn Hill Formation/1,PLmh/1,#a38c78
Lawn Hill Formation/1?,PLmh/1?,#a38c78
Lawn Hill Formation/2,PLmh/2,#705945
Lawn Hill Formation/2?,PLmh/2?,#705945
Lawn Hill Formation/2s,PLmh/2s,#b03369
Lawn Hill Formation/4,PLmh/4,#d48cab
Lawn Hill Formation/4?,PLmh/4?,#d48cab
Lawn Hill Formation/4d,PLmh/4d,#c76e94
Lawn Hill Formation/6,PLmh/6,#e8c4d4
Lawn Hill Formation?,PLmh?,#ba4f7d
Lawn Supersequence,PLmh/3-4,#f7ebbf
Laytons Range Conglomerate,Rbwlc,#beffe8
Leander Quartzite,PLhq,#8c7359
Leander Quartzite/1,PLhq/1,#8c7359
Leander Quartzite/1b,PLhq/1b,#bfa68c
Leander Quartzite/2,PLhq/2,#735940
Leander Quartzite?,PLhq?,#8c7359
Leconsfield Granite,Dgd,#ff8873
Leichhardt Pocket Granite,Pgyl,#db3333
Leichhardt Volcanics,PLvl,#94856b
"Leichhardt Volcanics,Kalkadoon Granodiorite","PLvl, PLgk",#94856b
Leichhardt Volcanics/b,PLvl/b,#7a6b52
Leichhardt Volcanics/d,PLvl/d,#b3a685
Leichhardt Volcanics/o,PLvl/o,#ab94ff
Leichhardt Volcanics/s,PLvl/s,#bfb394
Leichhardt Volcanics?,PLvl?,#94856b
Lena Quartzite Member,PLhl,#e68a5c
Lena Quartzite Member/s,PLhl/s,#d17547
Lena Quartzite Member?,PLhl?,#e68a5c
Levian Granite,PLglv,#e60f29
Leyshon View Granodiorite,CPglv,#ff879e
Lighthouse Granite,PLgl,#c23385
Lightning Creek Rhyolite,Pde,#a6a3ff
Lightning Creek Rhyolite/bx,Pde/bx,#8c8aff
Lightning Creek Rhyolite/v,Pde/v,#7370ff
Lightning Creek Rhyolite?,Pde?,#a6a3ff
Lilyponds Granite,Dglp,#ff80cc
Lime Creek Metabasalt Member,PLkl,#d7c29e
Lime Creek Metabasalt Member?,PLkl?,#d7c29e
Lime Granite,Cgcl,#cd6699
Lindalong Granite,Dgi,#ff998a
Lindsay Flat Microgranite,CPg,#a80a12
Linley Rhyolite,Pvrl,#8cb3ff
Lithgow Granite,PLgsl,#ff8c80
Little Bird Granite,PLgel,#f23340
Little Forks Volcanics,Plf,#2f98de
Little Pocket Dacite,Pdl,#7882bd
Little River Coal Measures,Plr,#2b81b3
Little Toby Granite,PLgto,#f585c2
Little Watson Granite,CPgow,#f59e9e
Littleton Dacite Member,PLril,#e69166
Littleton Dacite Member/da,PLril/a,#ffab8c
Llewellyn Creek Formation,PLol,#5e402e
Loafers Granodiorite,Sgl,#a61966
Lochaber Complex cone sheets,Cgll/r,#ff99d9
Lochaber Granite/1,Cgll/1,#ff858f
Lochaber Granite/2,Cgll/2,#ffa6b8
Lochlea Metarhyolite,EObl,#fad9f5
Lochness Formation,PLhn,#d99e8c
Lochness Formation/1,PLhn/1,#8c5240
Lochness Formation/1?,PLhn/1?,#8c5240
Lochness Formation/2,PLhn/2,#bf8573
Lochness Formation/2?,PLhn/2?,#bf8573
Lochness Formation/3,PLhn/3,#a66b59
Lochness Formation/3?,PLhn/3?,#a66b59
Lochness Formation?,PLhn?,#d99e8c
Lochs Gneiss,PLcl,#f09c3d
Lockup Well Limestone,Dwl,#bfb3d9
Lollypop Formation,Dkl,#ae8ae3
Lollypop Formation?,Dkl?,#ae8ae3
Lolworth Batholith-undivided,SDgl,#ffdbeb
Lomandra Limestone,Dwa,#451c8a
Long Gully Granite,Cgag,#ffbee8
Long Mountain Breccia Member,Dlr/b,#998ccc
Loretta Supersequence,PLm,#e6ccb3
Louey Granite,PLgly,#e66699
Lowman Tank Granite,PLglt,#a8228b
Ls-MI,Ls,#ffbdb3
Lubrina Granite,Cgnl,#e64040
Lucy Granite,Cgol,#e60000
Lugano Metamorphics,EOl,#d97380
Lugano Metamorphics/a,EOl/a,#ff99a6
Lugano Metamorphics/m,EOl/m,#bf5966
Lugano Metamorphics/q,EOl/q,#a6404c
Lukinville Granodiorite,Dglk,#ff85cc
Lulu Pocket Igneous Complex/2,CPglp/2,#ffc99e
Lulu Pocket Igneous Complex/3,CPglp/3,#ffa378
Lumma Rhyolite,Pdl,#99bfe6
Lumma Rhyolite/t,Pdl/t,#80a6cc
Lunch Creek Gabbro,PLbl,#545ed9
Lunch Creek Gabbro?,PLbl?,#545ed9
Lyall Formation,Ccl,#b5b8c4
Lyall Formation/v,Ccl/v,#d9dbe8
Lyall Formation/v?,Ccl/v?,#d9dbe8
Lyall Formation?,Ccl?,#b5b8c4
Lyndbrook Complex,PLglb,#ffa1b0
Lyndbrook Complex-alteration,PLglb/a,#ff3866
Lynwater Complex/1,Oglw/1,#ff80ff
Lynwater Complex/2,Oglw/2,#ff66d9
Lynwater Complex/2?,Oglw/2?,#ff66d9
Lynwater Complex/3,Oglw/3,#ff73a6
Lynwater Complex/4,Oglw/4,#ff6673
Lynwater Complex/5,Oglw/5,#ffccff
MacCallor Microgranodiorite,Cgnm,#bf194c
Macartneys Granite,PLgem,#ff69a6
Macartneys Granite?,PLgem?,#ff69a6
Macauley Creek Granite,Cga,#ff4d82
Macauley Creek Granite?,Cga?,#ff4d82
Macrossan Gabbro,OSbm,#9ca1e8
Madjack Granite,Cgomj,#c20085
Magazine Shale,PLig,#d7b09e
Magna Lynn Metabasalt,PLem,#855436
Magna Lynn Metabasalt/a,PLem/a,#d1a182
Magna Lynn Metabasalt/m,PLem/m,#b88769
Magna Lynn Metabasalt/mq,PLem/mq,#522103
Magna Lynn Metabasalt/q,PLem/q,#d1a182
Magna Lynn Metabasalt/s,PLem/s,#9e6e4f
Magna Lynn Metabasalt?,PLem?,#855436
Magnetic Island Granite,Pgmi,#f57a7a
Magpie Creek Limestone Member,SDrq/m,#a8199e
Mairindi Creek Granite,PLgwa,#bd4b68
Makbat Sandstone,PLxm,#4c2b1f
Malacura Sandstone,PLma,#d7c29e
Malacura Sandstone?,PLm?,#d7c29e
Malairo Rhyolite Member,Csh/m,#637a7a
Malakoff Granite,PLgwm,#e6738c
Mallee Gap Tonalite,PLgmg,#ff6666
Malmesbury Microgranite,Cgm,#ff737d
Mamberra Andesite Member,DCn/m,#b399ff
Maneater Granodiorite,Pglm,#eb387a
Maneater Granodiorite/1,Pglm/1,#ff5999
Manor Creek Microgranite,CPgmc,#ffbee8
Maramungee Tonalite,PLgq,#c44ba0
Marburg Subgroup,Jbm,#149987
Marburg Subgroup?,Jbm?,#149987
Mareeba Granite,Pgwm,#ff80e6
Mareeba Granite/a,Pgwm/a,#ff80e6
Marimo-Staveley Domain - silicified fault zones,PLqf,#ccbdb0
Marlborough Pocket Granodiorite,Pgmp,#ff2970
Maronghi Creek beds,DCm,#8f5ce0
Marquis Rhyolite/1,Cq/1,#69695c
Marquis Rhyolite/2,Cq/2,#828275
Marraba Volcanics,PLna,#543328
Marraba Volcanics?,PLna?,#543328
Marshs Creek Formation/c,CPsm/c,#b8c4db
Marshs Creek Formation/c?,CPsm/c?,#b8c4db
Marshs Creek Formation/s,CPsm/s,#9eabc9
Marshs Creek Formation/s?,CPsm/s?,#9eabc9
Martin Creek Microgranite,Cgor,#e600a9
Martins Well Limestone Member,Ds/m,#7359a6
Maryland Granite,PRgma,#ff4f78
Maureen Volcanic Group,Cm,#b8cccc
Maureen Volcanic Group/x,Cm/x,#91a6a6
Maureen Volcanic Group?,Cm?,#b8cccc
Mavis Granodiorite,PLgmv,#ffa6f7
Mavis Granodiorite?,PLgmv?,#ffa6f7
May Downs Gneiss,PLhs,#5e3a29
Mayfield Gneiss,PLgmf,#a8196b
McBride Basalt Group,TQm,#ffd9cf
McBride Basalt Group/v,TQm/v,#ffa187
McBride Basalt Group>CPia?-Kennedy Province,TQm>CPia?,#ffd9cf
McBride Basalt Group>Dido Tonalite/t,TQm>Sgi/t,#ffd9cf
McBride Basalt Group?,TQm?,#ffd9cf
McBride Basalt/1,TQm/1,#ff6940
McBride Basalt/2,TQm/2,#ff7a57
McCord Granite,Cgzm,#f58ccc
McDevitt Metamorphics,PLms,#a38f6b
McDevitt Metamorphics/d,PLm/d,#96825e
McDevitt Metamorphics/s1,PLm/s1,#d6c29e
McDevitt Metamorphics/s2,PLm/3,#bda885
McFarlanes Andesite,Pvam,#bed2ff
McFarlanes Andesite?,Pvam?,#bed2ff
McKinnons Creek Granite,Sgm,#de358c
McKinnons Creek Granite/1,Sgm/1,#c41c73
McKinnons Creek Granite/2,Sgm/2,#ff57ad
McKinnons Creek Granite?,Sgm?,#de358c
McLean Basalt,Tm,#e0ba6c
McLean Basalt/v,Tm/v,#e0ca99
McLennons Creek Rhyolite/1,Cbm/1,#d4e0e0
McLennons Creek Rhyolite/2,Cbm/2,#96a3a3
McLennons Creek Rhyolite?,Cbm?,#b5c2c2
McLeod Granite,Pgwe,#ff73df
McNamara Group/c,PLm/c,#d6bfbf
Meadowvale Granodiorite,SDgea,#e08c9e
Meadowvale Granodiorite?,SDgea?,#e08c9e
Meath Rhyolite Member,Cl/m,#8e9199
Medicine Creek Complex/a,Ogmc/a,#e666cc
Medicine Creek Complex/b,Ogmc/b,#e64cb3
Medicine Creek Complex/d,Ogmc/d,#7857ff
Melon Creek Tonalite,Ogmc,#ff80e0
Mena Granite/1,Dgme/1,#ffd1de
Mena Granite/2,Dgme/2,#ff8591
Merriland Tonalite,SDgml,#ff5978
Merriland Tonalite/d,SDgml/d,#ded4ff
Middle Creek Sandstone Member,PLsmm,#edc296
Middle Creek Sandstone Member?,PLsmm?,#edc296
Middle Mountain Basalt,Qmd,#f2e7b1
Middle Mountain Basalt/v,Qmd/v,#d9cf96
Midway Creek Granodiorite,CPgmw,#d954de
Midway Creek Granodiorite?,CPgmw?,#d954de
Milky Granodiorite,Dgmk,#ff63c2
Millaroo Granite,Ogmi,#e699e8
Millaroo Granite/ag,Ogmi/ag,#fc004d
Millaroo Granite/ap,Ogmi/ap,#ffccdb
Millaroo Granite/mg,Ogmi/mg,#fc80a6
Millaroo Granite/pq,Ogmi/pq,#ff99b8
Millchester Creek Tonalite,Sgmc,#ff8a95
Millungera Basin succession,PLmb,#a66633
Millungera Basin succession/m,PLmb/m,#733300
Milo beds,PLm,#cc8a66
Milo beds/hq,PLm/hq,#993d19
Milo beds/mc,PLm/mc,#e6a380
Milo beds/mm,PLm/mm,#803d19
Milo beds/mq,PLm/mq,#662400
Milo beds/r,PLm/r,#ffbd99
Milo beds/sg,PLm/sg,#b87552
Milo beds/sm,PLm/sm,#995733
Milo beds/t,PLm/t,#b35733
Milo beds/v,PLm/v,#ffd6b3
Miners Gap Granite,CPgmi,#ff99f2
Mingela Granodiorite,OSgm,#c2308f
"Mingela Granodiorite,Kitty O'Shea Suite","OSgm,CPik",#c2308f
Mingela Granodiorite/1,OSgm/1,#e857b5
Mingela Granodiorite?,OSgm?,#c2308f
Mingoom Granite,Pgmg,#f57ab6
Mingoom Granite?,Pgmg?,#f57ab6
Minmi Member,Kybi,#d9f5bf
Minnamoolka Granite,CPgm,#b32980
Minnemore Granodiorite,Cgomi,#db006b
Minya Leucogranite,PLgmy,#ff297a
Mission Beach Granite Complex,Ogm,#ff6666
Mistake Granodiorite,Dgmt,#e61966
Mistake Granodiorite?,Dgmt?,#e61966
Mistletoe Granite,PLgm,#f24c66
Mistletoe Granite?,PLgm?,#f24c66
Mitakoodi Quartzite,PLnm,#a8572e
Mitakoodi Quartzite/1a,PLnm/1a,#cc8a61
Mitakoodi Quartzite/1b,PLnm/1b,#823008
Mitakoodi Quartzite/1c,PLnm/1c,#db8057
Mitakoodi Quartzite/1c?,PLnm/1c?,#db8057
Mitakoodi Quartzite/1q,PLnm/1q,#e6bd94
Mitakoodi Quartzite/2,PLnm/2,#8f3d14
Mitakoodi Quartzite/3,PLnm/3,#691700
Mitakoodi Quartzite?,PLnm?,#a8572e
Mitchell River Volcanics,Pm,#bee8ff
Mitchell River Volcanics/b1,Pm/b1,#5982ff
Mitchell River Volcanics/b1?,Pm/b1?,#5982ff
Mitchell River Volcanics/b2,Pm/b2,#73cce6
Mitchell River Volcanics/b3,Pm/b3,#99bfd9
Mitchell River Volcanics/b3?,Pm/b3?,#99bfd9
Mitchell River Volcanics/b4,Pm/b4,#85a1bd
Mitchell River Volcanics/d1,Pm/d1,#4069ff
Mitchell River Volcanics/d2,Pm/d2,#59cce6
Mitchell River Volcanics/d3,Pm/d3,#7399b3
Mitchell River Volcanics/d3?,Pm/d3?,#7399b3
Mitchell River Volcanics/d4,Pm/d4,#6ba1bd
Mitchell River Volcanics/d5,Pm/d5,#b3b3ff
Mitchell River Volcanics/i1,Pm/i1,#bfe6e6
Mitchell River Volcanics/i2,Pm/i2,#40cce6
Mitchell River Volcanics/i2?,Pm/i2?,#40cce6
Mitchell River Volcanics/i3,Pm/i3,#b8d4f0
Mitchell River Volcanics/r1,Pm/r1,#a6cce6
Mitchell River Volcanics/r2,Pm/r2,#a6cce6
Mitchell River Volcanics/s1,Pm/s1,#a6cfff
Mitchell River Volcanics/s2,Pm/s2,#82b5ff
Mitchell River Volcanics/s3,Pm/s3,#739cff
Mitchell River Volcanics/t1,Pm/t1,#8ccce6
Mitchell River Volcanics/t3,Pm/t3,#9ebad6
Mitchell River Volcanics/t4,Pm/t4,#d9d9ff
Mitchell River Volcanics/t5,Pm/t5,#9999ff
Molloy beds,DCm,#82dfed
Molly Darling Granodiorite,SDgmd,#d966b3
Molly Darling Granodiorite/a,SDgmd/a,#fc80a6
Molly Darling Granodiorite/d,SDgmd/d,#ded4ff
Molly Darling Granodiorite/gd,SDgmd/gd,#ffccdb
Molybdenite Creek Granite,CPgmo,#ff596e
Monaghans Granite,PLgxm,#ff6640
Montgomery Range Igneous Complex/1,Cgm/1,#e63359
Montgomery Range Igneous Complex/2,Cgm/2,#ff80a6
Montgomery Range Igneous Complex/3,Cgm/3,#cc0019
Montgomery Range Igneous Complex/4,Cgm/4,#f25980
Mooga Sandstone,Kym,#abff57
Moolayember Formation,Rm,#2bab9c
Moondarra Siltstone,PLim,#e6d9c2
Moondarra Siltstone/c,PLim/c,#ccbfa8
Moondarra Siltstone/c?,PLim/c?,#ccbfa8
Moondarra Siltstone?,PLim?,#e6d9c2
Moonlight Creek Granodiorite,Ogmc,#ff99b8
Mooremount Granite,PLget,#f2808c
Mopata Microgranite,Cgnp,#cc0000
Morehead Granite,Dgmh,#ffa180
Morepork Member,PLEc/o,#b36352
Morepork Member/q,PLEc/oq,#e69685
Morepork Member?,PLEc/o?,#b36352
Morgans Creek Monzogranite,Rlog,#f5807a
Mosaic Gully Rhyolite,Cno,#858585
Mosaic Gully Rhyolite/u,Cno/u,#a6a6a6
Mosgardies Monzogranite,Ogmo,#d94c47
Mount Albert Group,PLp,#825137
Mount Albert Group?,PLp?,#825137
Mount Alto Granite,Pgn,#c23380
Mount Angelay Granite,PLgia,#f74c52
Mount Angelay Granite/d,PLgia/d,#6940ff
Mount Boddington Granite,Ogb,#d66ba3
Mount Bullaganang Granite,Pgbg,#c20088
Mount Canton Igneous Complex/d,CPmc/d,#ffe0cc
Mount Canton Igneous Complex/g,CPmc/g,#f499ff
Mount Canton Igneous Complex/gx,CPmc/gx,#ff879e
Mount Canton Igneous Complex/r,CPmc/r,#ffe8a3
Mount Canton Igneous Complex/rc,CPmc/rc,#ffdb73
Mount Canton Igneous Complex/rx,CPmc/rx,#ffc417
Mount Carbine Granite,Pgwc,#ffbfd9
Mount Carbine Granite/m,Pgwc/m,#ffd9f2
Mount Cardwell Granite,Cgoc,#ff6370
Mount Cardwell Granite/m,Cgoc/m,#cc6680
Mount Carmel Tonalite,SDgmc,#ffccff
Mount Carmel Tonalite/d,SDgmc/d,#9980ff
Mount Cobalt Granite,PLgic,#f03284
Mount Cuthbert Granodiorite,SDgcu,#e647a6
Mount Darcy Microgranodiorite,Cgy,#d14c4c
Mount Darcy Microgranodiorite/x,Cgy/x,#ad2626
Mount Departure Microgranite,CPgmd,#f5e0d1
Mount Dore Granite,PLgid,#ed37b6
Mount Douglas Formation,Cd,#c9cfd9
Mount Douglas Formation?,Cd?,#c9cfd9
Mount Elliott Slate,PLre,#99635e
Mount Elliott Slate/b,PLre/b,#228e61
Mount Elliott Slate/c,PLre/c,#7c767c
Mount Elliott Slate/j,PLre/j,#efce10
Mount Elliott Slate/p,PLre/p,#e79f72
Mount Elliott Slate/s,PLre/s,#9e471f
Mount Elliott Slate/t,PLre/t,#deaaa1
Mount Elvan Granite,SDge,#ed5ce4
Mount Emu Rhyolite,Cve,#8c8c8c
Mount Erle Igneous Complex,PLgwe,#ff99ff
Mount Erle Igneous Complex/g?,PLgwe/g?,#ff99ff
Mount Erle Igneous Complex/m,PLgwe/m,#ff99a6
Mount Erle Igneous Complex/o,PLgwe/o,#7078de
Mount Erle Igneous Complex/p,PLgwe/p,#cc3340
Mount Erle Igneous Complex/p?,PLgwe/p?,#cc3340
Mount Finnigan Granite,Pgci,#cd6699
Mount Formartine Granite,Dgf,#c236b8
Mount Formartine Granite?,Dgf?,#c236b8
Mount Formartine Granite\b,Dgf\b,#e85cde
Mount Fort Constantine Volcanics,PLvfc,#e67800
Mount Fort Constantine Volcanics?,PLvfc?,#e67800
"Mount Fort Constantine Volcanics?,Corella Formation?","PLvfc?,PLkc?",#e67800
Mount Garling Granite,Cgmg,#ff00c5
Mount Gibson Microgranite,Cgcm,#ff19b3
Mount Glengalder Granite,Ogmg,#e64c7c
Mount Godkin Granite,PLgg,#ffbee8
Mount Godkin Granite/d,PLgg/d,#ff8cb5
Mount Godkin Granite/g,PLgg/g,#ffa6cf
Mount Godkin Granite/m,PLgg/m,#ff739c
Mount Godkin Granite/p,PLgg/p,#ff4069
Mount Grey Granite,CPggy,#b53e4a
Mount Guide Quartzite,PLhg,#804026
Mount Guide Quartzite/1,PLhg/1,#a6664c
Mount Guide Quartzite/1n,PLhg/1n,#66260d
Mount Guide Quartzite/2,PLhg/2,#cc8c73
Mount Guide Quartzite?,PLhg?,#804026
Mount Hartley Granite,Pgch,#a80000
Mount Helpman Member,PLah,#cf9626
"Mount Helpman Member,Digger Creek Granite","PLah,PLgd",#cf9626
Mount Hogan Granite,PLgh,#f07ab5
Mount Hogan Granite/a,PLgh/a,#f04782
Mount Hogan Granite/x,PLgh/x,#f0619c
Mount Isa Group,PLi,#875940
Mount Isa Group/1,PLi/1,#94664c
Mount Isa Group?,PLi?,#875940
Mount Joy Basalt,Qmj,#ffa187
Mount Joy Basalt/v,Qmj/v,#ff420f
Mount Juliet Granite,Sgj,#b34647
Mount Les Siltstone,PLfl,#d9bd4c
Mount Leswell Microgranite,Pgcs,#f2a6e6
Mount Leyshon Complex/bdx,Pl/bdx,#ab94ff
Mount Leyshon Complex/bgx,Pl/bgx,#ff3847
Mount Leyshon Complex/bpx,Pl/bpx,#ffa366
Mount Leyshon Complex/bx,Pl/bx,#e62666
Mount Leyshon Complex/gx,Pl/gx,#ff879e
Mount Leyshon Complex/mlx,Pl/mlx,#80b0f5
Mount Leyshon Complex/mpx,Pl/mpx,#ffbdc2
Mount Leyshon Complex/msx,Pl/msx,#b3cffa
Mount Leyshon Complex/r,Pl/r,#ffe08a
Mount Leyshon Complex/rbx,Pl/rbx,#ffedba
Mount Little Volcanic Group/s,Ps,#9eaad7
Mount Maggie Granite,PLgma,#ff80ff
Mount Margaret Granite,PLgmm,#c23340
Mount Masterson Granodiorite,CPgam,#de73cc
Mount Misery Granite,Sgmm,#ff33c4
Mount Mulligan Coal Measures/1,Pum/1,#a6b8ff
Mount Mulligan Coal Measures/2,Pum/2,#578ffc
Mount Mulligan Coal Measures/3,Pum/3,#7d8ffc
Mount Mulligan Coal Measures/4,Pum/4,#bed2ff
Mount Noble Granite,Cgmn,#c23333
Mount Norna Quartzite,PLon,#d1802b
Mount Norna Quartzite/j,PLon/j,#e6a652
Mount Norna Quartzite/q,PLon/q,#a02842
Mount Norna Quartzite?,PLon?,#d1802b
Mount Oxide Chert Member,PLmo,#f5c499
Mount Peter Granite,Pgmp,#ff00c5
Mount Philp Breccia,PLmp,#bf407d
Mount Philp-type breccia,PLmpx,#bf407d
Mount Pike Granite,Pgwp,#ff8ce8
Mount Podge Limestone,Dwp,#837ca3
Mount Poverty Granite,Pgcp,#cc4c99
Mount Prince Charlie Granophyre,CPgp,#ffa77f
Mount Pudding Basin Granodiorite,Cgou,#f54f82
Mount Razorback Basalt,Qmr,#f7f6c6
Mount Roseby Schist,PLpo,#c24f00
Mount Roseby Schist/l,PLpo/l,#ff994c
Mount Roseby Schist/q,PLpo/q,#eb6e1f
Mount Roseby Schist?,PLpo?,#c24f00
Mount Rous Microgranodiorite,Cgbr,#cc194c
Mount Ryan Quartzite,PLcr,#ffff00
Mount Sharples Granite,CPgoms,#ffccf2
Mount Sircom Microgranodiorite,Cgcs,#f24b61
Mount Start Member,PLns,#d7c29e
Mount Storth Granite,Pgs,#ff99b3
Mount Stuart Igneous Complex,Pgmu,#ff80ff
Mount Stuart Igneous Complex?,Pgmu?,#ff80ff
Mount Success Rhyolite,CPs,#f5c7e8
Mount Success Rhyolite/b,CPs/b,#f5adcf
Mount Success Rhyolite/d,CPs/d,#f594b5
Mount Success Rhyolite/f,CPs/f,#f57a9c
Mount Success Rhyolite/t>Mount Success Rhyolite/p,CPs/t>CPs/p,#cccccc
Mount Sugarloaf Igneous complex,Ogms,#e600a9
Mount Turner Granite,PLgu,#cd6699
Mount Walker Member,Dh/cg,#aa66cd
Mount Wandoo Granodiorite,Cgaw,#ffbee8
Mount Webster Granodiorite,Sgmw,#eb5766
Mount Windsor Volcanics,EOsw,#b34954
Mount Windsor Volcanics?,EOsw?,#b34954
Mount Wright Breccia/gx,CPxw/gx,#ffa366
Mount Wright Breccia/r,CPxw/r,#ffd65c
Mount Wright Breccia/rx,CPxw/rx,#ffedba
Mount Yates Granodiorite,Pgyy,#ffa77f
Mount You You Granite,Pgmy,#cd6699
Mountain Camp Granite,Cgon,#e673bf
Mountain Camp Granite-altered,Cgom/a,#ff9ec9
Mountain Creek Conglomerate,Ot,#e36fcc
Mountain Creek Conglomerate/l,Ot/l,#c957b3
Muirson Rhyolite,Cbm,#b5a6ba
Muirson Rhyolite-a,Cbm/a,#827387
Muirson Rhyolite/1,Cbm/1,#c7b8cc
Muirson Rhyolite/2,Cbm/2,#9c8ca1
Muldiva Quartz Monzodiorite,Cgaul,#c23800
Mulgrave Formation/a,Om/a,#ff99f7
Mulgrave Formation/b,Om/b,#ff80de
Mulgrave Formation/c,Om/c,#e059b8
Mulgrave Formation/m,Om/m,#d1409e
Mulindie Granite,Cgomu,#d94c80
Mullera Formation,PLsm,#e3964a
Mullera Formation/1,PLsm/1,#e8a663
Mullera Formation/1?,PLsm/1?,#e8a663
Mullera Formation/1s,PLsm/1s,#ebb37d
Mullera Formation/2,PLsm/2,#f2d1b0
Mullera Formation/2?,PLsm/2?,#f2d1b0
Mullera Formation/3,PLsm/3,#d66900
Mullera Formation/3?,PLsm/3?,#d66900
Munderra Granodiorite,Cgcu,#a80000
Mundic Igneous Complex,Pgm,#ff6666
Mundic Igneous Complex?,Pgm?,#ff6666
Muntalunga Range Granite,Pgu,#ff4c66
Murronga Basalt,Qmm,#f2e76d
Murronga Basalt/v,Qmm/v,#d9cf54
Myally Subgroup,PLhm,#7d4f37
Myally Subgroup undivided,PLhm,#e6b399
Myally Subgroup undivided?,PLhm?,#e6b399
Myally Subgroup/o,PLhm/o,#bf8c73
Myally Subgroup/o?,PLhm/o?,#bf8c73
Myally Subgroup/p,PLhm/p,#7d4f38
Myally Subgroup/q,PLhm/q,#b0826b
Myally Subgroup?,PLhm?,#7d4f37
Myla Granite,PLgim,#ffbee8
Myla Granite/gd,PLgim/gd,#e094ba
Myola Granite,SDgamy,#f233c2
Myrrlumbing Basalt?,Tbnm?,#cca454
Myrtlevale Formation,Dkm,#6e5f9e
Mytton Formation,Dbm,#60529c
Mytton Formation?,Dbm?,#60529c
Myubee Igneous Complex/g,PLgwm/g,#ff7f7f
Myubee Igneous Complex/o,PLgwm/o,#545ed9
Myubee Igneous Complex/s,PLgwm/s,#fc4d82
Mywyn Granite,PLgmy,#eb5e60
Mywyn Granite?,PLgmy?,#eb5e60
Namul Dacite,Ccn,#8a8a8a
Namul Dacite/1,Ccn/1,#636969
Namul Dacite/x,Ccn/x,#3d4747
Nancy Lee Sandstone Member,PLrpn,#a83800
Nangee Granite,Pgwn,#ff00c5
Nanyeta Volcanics,CPyt,#c3c4c7
Natalie Granite,PLgn,#ff19ff
Native Bee Siltstone,PLin,#bd9966
Native Bee Siltstone/1,PLin/1,#a3804c
Native Bee Siltstone/2,PLin/2,#d6b380
Native Bee Siltstone/3,PLin/3,#f0cc99
Native Bee Siltstone/a?,PLin/a?,#d6b380
Native Bee Siltstone/c,PLin/c,#a3804c
Native Bee Siltstone?,PLin?,#bd9966
Neds Gully Granite,Cgcn,#f57080
Nested Rhyolite Porphyry,Cgoe,#ff8700
Netherwood Tonalite,Ogn,#c72a7b
Nettle Granite/1,Cgcn/1,#f5bd94
Nettle Granite/2,Cgcn/2,#f58a61
Nettle Granite/3,Cgcn/3,#f5d6ad
Nettle Granite/4,Cgcn/4,#f5a27a
New Dam Granodiorite,SDgnd,#ff7a85
New Hope Sandstone Member,PLrn,#b39e99
New Hope Sandstone Member/q,PLrn/q,#c68c0f
New Hope Sandstone Member?,PLrn?,#b39e99
Newberry Metamorphic Group?,PLcn?,#e68761
Newburgh Granodiorite,Dgnb,#ff2680
Newirie Formation,PLn,#db9e75
Newirie Formation/a,PLn/a,#cc7033
Newirie Formation/b,PLn/b,#cc7033
Nicholson Granite Complex,PLgn,#faade0
Nightflower Dacite/a,Cn/a,#b8d1d9
Nightflower Dacite/b,Cn/b,#59738c
Nightflower Dacite/c,Cn/c,#99b3bf
Nightflower Dacite/x,Cn/x,#405973
Nightjar Granodiorite,SDgnj,#ffe6ed
No Hays Minas Granite,Cgcn,#ff99f7
Nobbs Tank Granite,PLgnt,#ff7063
Noel Micromonzonite,Cgn,#ff59bf
Nonda Granite,PLgen,#ff3847
Nonda Granite?,PLgen?,#ff3847
Normanby Formation,Pno,#4794cc
Normanby Formation/a,Pno/a,#61ade6
Normanby Formation/b,Pno/b,#7ac7ff
Normanby Formation/b?,Pno/b?,#7ac7ff
Normanby Formation/cg,Pno/cg,#4794cc
Normanby Formation/s,Pno/s,#2e7ab3
Northedge Granite,Pgwn,#ff7f7f
Nulbullulul Granite,Pgu,#e600a9
Nulla Basalt Group-Qb,Qbn,#806e3b
Nulla Basalt Group-Qb/v,Qbn/v,#d9dea6
Nulla Basalt Group-Qb?,Qbn?,#806e3b
Nulla Basalt Group-TQb,TQbn,#ccb86e
Nulla Basalt Group-TQb/v,TQbn/v,#b39e2d
Nulla Basalt Group-TQb/v?,TQbn/v?,#b39e2d
Nulla Basalt Group-TQb?,TQbn?,#ccb86e
Nulla Basalt Group-Tb,Tbn,#e6d187
Nulla Basalt Group-Tb/v,Tbn/v,#a69147
Nulla Basalt Group-Tb/v?,Tbn/v?,#a69147
Nulla Basalt Group-Tb?,Tbn?,#e6d187
Nullawurt Sandstone Member,Kybn,#ccf57a
Nundah Granodiorite,Sgn,#ff6699
